time_key,date,hour,day,week,month,quarter,year
T062321,02-06-2018 06:52,06,02,1st Week,06,Q2,2018
T062322,17-06-2019 14:08,14,17,3rd Week,06,Q2,2019
T062323,03-07-2016 15:13,15,03,1st Week,07,Q3,2016
T062324,09-08-2014 04:42,04,09,2nd Week,08,Q3,2014
T062325,30-06-2016 10:12,10,30,4th Week,06,Q2,2016
T062326,17-01-2020 08:56,08,17,3rd Week,01,Q1,2020
T062327,02-05-2015 08:04,08,02,1st Week,05,Q2,2015
T062328,22-03-2016 11:15,11,22,4th Week,03,Q1,2016
T062329,31-12-2016 04:16,04,31,4th Week,12,Q4,2016
T062330,26-02-2015 01:26,01,26,4th Week,02,Q1,2015
T062331,13-11-2017 00:46,00,13,2nd Week,11,Q4,2017
T062332,03-12-2016 01:53,01,03,1st Week,12,Q4,2016
T062333,07-03-2015 07:24,07,07,1st Week,03,Q1,2015
T062334,08-06-2020 16:57,16,08,2nd Week,06,Q2,2020
T062335,28-12-2016 21:32,21,28,4th Week,12,Q4,2016
T062336,07-10-2018 18:58,18,07,1st Week,10,Q4,2018
T062337,11-10-2015 11:35,11,11,2nd Week,10,Q4,2015
T062338,08-02-2016 04:18,04,08,2nd Week,02,Q1,2016
T062339,23-01-2019 23:26,23,23,4th Week,01,Q1,2019
T062340,23-07-2017 03:12,03,23,4th Week,07,Q3,2017
T062341,05-11-2019 19:03,19,05,1st Week,11,Q4,2019
T062342,07-07-2019 20:54,20,07,1st Week,07,Q3,2019
T062343,15-09-2015 12:52,12,15,3rd Week,09,Q3,2015
T062344,10-05-2016 10:52,10,10,2nd Week,05,Q2,2016
T062345,18-07-2019 09:17,09,18,3rd Week,07,Q3,2019
T062346,27-04-2017 17:26,17,27,4th Week,04,Q2,2017
T062347,02-08-2014 14:57,14,02,1st Week,08,Q3,2014
T062348,24-12-2017 09:03,09,24,4th Week,12,Q4,2017
T062349,17-05-2016 20:32,20,17,3rd Week,05,Q2,2016
T062350,18-09-2016 19:12,19,18,3rd Week,09,Q3,2016
T062351,12-10-2015 22:35,22,12,2nd Week,10,Q4,2015
T062352,15-11-2018 18:35,18,15,3rd Week,11,Q4,2018
T062353,18-06-2018 02:51,02,18,3rd Week,06,Q2,2018
T062354,17-02-2019 02:23,02,17,3rd Week,02,Q1,2019
T062355,06-02-2020 17:28,17,06,1st Week,02,Q1,2020
T062356,06-01-2018 09:54,09,06,1st Week,01,Q1,2018
T062357,06-10-2014 17:20,17,06,1st Week,10,Q4,2014
T062358,18-05-2014 02:47,02,18,3rd Week,05,Q2,2014
T062359,25-01-2014 17:54,17,25,4th Week,01,Q1,2014
T062360,15-06-2015 10:09,10,15,3rd Week,06,Q2,2015
T062361,21-06-2020 09:00,09,21,3rd Week,06,Q2,2020
T062362,08-01-2017 07:08,07,08,2nd Week,01,Q1,2017
T062363,29-12-2018 08:15,08,29,4th Week,12,Q4,2018
T062364,31-10-2014 04:44,04,31,4th Week,10,Q4,2014
T062365,26-06-2015 17:21,17,26,4th Week,06,Q2,2015
T062366,10-07-2016 22:22,22,10,2nd Week,07,Q3,2016
T062367,02-09-2014 13:44,13,02,1st Week,09,Q3,2014
T062368,28-05-2015 04:58,04,28,4th Week,05,Q2,2015
T062369,12-06-2014 23:33,23,12,2nd Week,06,Q2,2014
T062370,06-11-2017 21:48,21,06,1st Week,11,Q4,2017
T062371,28-01-2017 05:05,05,28,4th Week,01,Q1,2017
T062372,01-04-2016 08:52,08,01,1st Week,04,Q2,2016
T062373,14-08-2014 20:20,20,14,2nd Week,08,Q3,2014
T062374,13-04-2020 02:22,02,13,2nd Week,04,Q2,2020
T062375,22-12-2014 07:49,07,22,4th Week,12,Q4,2014
T062376,10-11-2018 15:36,15,10,2nd Week,11,Q4,2018
T062377,30-07-2014 00:30,00,30,4th Week,07,Q3,2014
T062378,21-08-2020 06:47,06,21,3rd Week,08,Q3,2020
T062379,17-04-2015 13:46,13,17,3rd Week,04,Q2,2015
T062380,26-07-2015 23:06,23,26,4th Week,07,Q3,2015
T062381,03-09-2020 08:49,08,03,1st Week,09,Q3,2020
T062382,13-08-2020 15:26,15,13,2nd Week,08,Q3,2020
T062383,22-04-2016 11:53,11,22,4th Week,04,Q2,2016
T062384,31-01-2016 04:45,04,31,4th Week,01,Q1,2016
T062385,09-09-2020 18:43,18,09,2nd Week,09,Q3,2020
T062386,13-05-2014 06:21,06,13,2nd Week,05,Q2,2014
T062387,29-05-2020 18:15,18,29,4th Week,05,Q2,2020
T062388,17-12-2016 23:20,23,17,3rd Week,12,Q4,2016
T062389,07-11-2015 16:20,16,07,1st Week,11,Q4,2015
T062390,26-07-2016 12:36,12,26,4th Week,07,Q3,2016
T062391,09-04-2016 12:02,12,09,2nd Week,04,Q2,2016
T062392,03-06-2020 11:13,11,03,1st Week,06,Q2,2020
T062393,19-06-2014 20:48,20,19,3rd Week,06,Q2,2014
T062394,10-11-2019 07:07,07,10,2nd Week,11,Q4,2019
T062395,28-01-2017 14:52,14,28,4th Week,01,Q1,2017
T062396,14-12-2020 21:12,21,14,2nd Week,12,Q4,2020
T062397,14-02-2016 13:56,13,14,2nd Week,02,Q1,2016
T062398,25-08-2016 09:19,09,25,4th Week,08,Q3,2016
T062399,05-11-2015 16:24,16,05,1st Week,11,Q4,2015
T062400,02-10-2014 07:31,07,02,1st Week,10,Q4,2014
T062401,29-05-2018 14:14,14,29,4th Week,05,Q2,2018
T062402,07-05-2020 13:08,13,07,1st Week,05,Q2,2020
T062403,16-08-2019 10:42,10,16,3rd Week,08,Q3,2019
T062404,05-12-2014 02:53,02,05,1st Week,12,Q4,2014
T062405,19-12-2017 22:27,22,19,3rd Week,12,Q4,2017
T062406,03-01-2015 12:48,12,03,1st Week,01,Q1,2015
T062407,22-02-2020 23:11,23,22,4th Week,02,Q1,2020
T062408,20-01-2020 14:38,14,20,3rd Week,01,Q1,2020
T062409,27-07-2016 18:57,18,27,4th Week,07,Q3,2016
T062410,18-03-2017 11:55,11,18,3rd Week,03,Q1,2017
T062411,20-08-2019 17:51,17,20,3rd Week,08,Q3,2019
T062412,01-04-2018 07:55,07,01,1st Week,04,Q2,2018
T062413,21-06-2020 20:40,20,21,3rd Week,06,Q2,2020
T062414,09-01-2021 18:12,18,09,2nd Week,01,Q1,2021
T062415,27-12-2015 16:24,16,27,4th Week,12,Q4,2015
T062416,09-05-2015 10:11,10,09,2nd Week,05,Q2,2015
T062417,23-05-2019 05:59,05,23,4th Week,05,Q2,2019
T062418,05-05-2018 15:26,15,05,1st Week,05,Q2,2018
T062419,09-12-2018 05:29,05,09,2nd Week,12,Q4,2018
T062420,28-12-2017 21:35,21,28,4th Week,12,Q4,2017
T062421,14-03-2014 13:41,13,14,2nd Week,03,Q1,2014
T062422,21-05-2014 19:54,19,21,3rd Week,05,Q2,2014
T062423,21-08-2018 23:14,23,21,3rd Week,08,Q3,2018
T062424,24-06-2017 13:49,13,24,4th Week,06,Q2,2017
T062425,25-03-2020 08:41,08,25,4th Week,03,Q1,2020
T062426,06-11-2020 15:48,15,06,1st Week,11,Q4,2020
T062427,19-04-2018 20:46,20,19,3rd Week,04,Q2,2018
T062428,16-10-2020 11:59,11,16,3rd Week,10,Q4,2020
T062429,11-07-2019 05:18,05,11,2nd Week,07,Q3,2019
T062430,22-01-2020 11:18,11,22,4th Week,01,Q1,2020
T062431,29-03-2017 15:19,15,29,4th Week,03,Q1,2017
T062432,25-08-2016 07:43,07,25,4th Week,08,Q3,2016
T062433,28-04-2015 01:02,01,28,4th Week,04,Q2,2015
T062434,13-09-2018 05:17,05,13,2nd Week,09,Q3,2018
T062435,13-02-2016 00:30,00,13,2nd Week,02,Q1,2016
T062436,04-03-2019 06:26,06,04,1st Week,03,Q1,2019
T062437,27-06-2014 05:35,05,27,4th Week,06,Q2,2014
T062438,13-10-2020 05:57,05,13,2nd Week,10,Q4,2020
T062439,20-06-2016 19:30,19,20,3rd Week,06,Q2,2016
T062440,10-09-2015 23:36,23,10,2nd Week,09,Q3,2015
T062441,05-03-2017 01:31,01,05,1st Week,03,Q1,2017
T062442,29-09-2014 02:09,02,29,4th Week,09,Q3,2014
T062443,15-06-2017 05:19,05,15,3rd Week,06,Q2,2017
T062444,25-07-2016 23:53,23,25,4th Week,07,Q3,2016
T062445,24-02-2020 23:06,23,24,4th Week,02,Q1,2020
T062446,20-01-2016 05:28,05,20,3rd Week,01,Q1,2016
T062447,19-05-2016 06:27,06,19,3rd Week,05,Q2,2016
T062448,31-08-2014 19:54,19,31,4th Week,08,Q3,2014
T062449,21-09-2019 13:15,13,21,3rd Week,09,Q3,2019
T062450,18-12-2014 03:33,03,18,3rd Week,12,Q4,2014
T062451,03-09-2014 21:26,21,03,1st Week,09,Q3,2014
T062452,06-01-2018 19:42,19,06,1st Week,01,Q1,2018
T062453,27-09-2020 12:37,12,27,4th Week,09,Q3,2020
T062454,15-12-2020 01:49,01,15,3rd Week,12,Q4,2020
T062455,12-10-2018 21:42,21,12,2nd Week,10,Q4,2018
T062456,31-10-2020 12:05,12,31,4th Week,10,Q4,2020
T062457,14-07-2014 02:35,02,14,2nd Week,07,Q3,2014
T062458,04-05-2014 09:47,09,04,1st Week,05,Q2,2014
T062459,16-09-2020 15:07,15,16,3rd Week,09,Q3,2020
T062460,14-12-2016 07:26,07,14,2nd Week,12,Q4,2016
T062461,17-08-2014 21:36,21,17,3rd Week,08,Q3,2014
T062462,22-08-2019 10:03,10,22,4th Week,08,Q3,2019
T062463,30-01-2015 07:03,07,30,4th Week,01,Q1,2015
T062464,02-12-2017 08:15,08,02,1st Week,12,Q4,2017
T062465,03-02-2018 20:45,20,03,1st Week,02,Q1,2018
T062466,15-12-2014 04:31,04,15,3rd Week,12,Q4,2014
T062467,05-11-2017 01:44,01,05,1st Week,11,Q4,2017
T062468,30-11-2015 18:40,18,30,4th Week,11,Q4,2015
T062469,09-03-2015 07:53,07,09,2nd Week,03,Q1,2015
T062470,29-01-2015 21:57,21,29,4th Week,01,Q1,2015
T062471,10-09-2015 21:42,21,10,2nd Week,09,Q3,2015
T062472,30-07-2016 14:38,14,30,4th Week,07,Q3,2016
T062473,21-04-2019 23:37,23,21,3rd Week,04,Q2,2019
T062474,15-02-2018 03:12,03,15,3rd Week,02,Q1,2018
T062475,23-04-2014 17:15,17,23,4th Week,04,Q2,2014
T062476,22-09-2020 16:07,16,22,4th Week,09,Q3,2020
T062477,12-03-2019 14:53,14,12,2nd Week,03,Q1,2019
T062478,28-07-2018 23:14,23,28,4th Week,07,Q3,2018
T062479,06-03-2016 13:32,13,06,1st Week,03,Q1,2016
T062480,07-06-2015 12:39,12,07,1st Week,06,Q2,2015
T062481,25-11-2018 13:32,13,25,4th Week,11,Q4,2018
T062482,22-02-2016 23:53,23,22,4th Week,02,Q1,2016
T062483,03-06-2017 12:01,12,03,1st Week,06,Q2,2017
T062484,31-03-2014 09:53,09,31,4th Week,03,Q1,2014
T062485,07-11-2014 22:20,22,07,1st Week,11,Q4,2014
T062486,20-11-2019 22:18,22,20,3rd Week,11,Q4,2019
T062487,20-08-2016 23:13,23,20,3rd Week,08,Q3,2016
T062488,07-07-2019 05:00,05,07,1st Week,07,Q3,2019
T062489,09-06-2018 12:29,12,09,2nd Week,06,Q2,2018
T062490,14-09-2016 04:49,04,14,2nd Week,09,Q3,2016
T062491,22-04-2017 12:44,12,22,4th Week,04,Q2,2017
T062492,20-08-2018 18:16,18,20,3rd Week,08,Q3,2018
T062493,10-06-2015 12:08,12,10,2nd Week,06,Q2,2015
T062494,15-09-2018 15:56,15,15,3rd Week,09,Q3,2018
T062495,07-07-2016 12:24,12,07,1st Week,07,Q3,2016
T062496,25-07-2017 15:34,15,25,4th Week,07,Q3,2017
T062497,14-01-2019 12:17,12,14,2nd Week,01,Q1,2019
T062498,28-01-2015 21:07,21,28,4th Week,01,Q1,2015
T062499,14-07-2019 17:28,17,14,2nd Week,07,Q3,2019
T062500,19-12-2018 05:19,05,19,3rd Week,12,Q4,2018
T062501,14-06-2018 06:53,06,14,2nd Week,06,Q2,2018
T062502,01-07-2020 02:26,02,01,1st Week,07,Q3,2020
T062503,01-07-2017 06:35,06,01,1st Week,07,Q3,2017
T062504,18-09-2016 21:55,21,18,3rd Week,09,Q3,2016
T062505,17-10-2016 15:11,15,17,3rd Week,10,Q4,2016
T062506,03-09-2019 14:14,14,03,1st Week,09,Q3,2019
T062507,22-04-2018 09:18,09,22,4th Week,04,Q2,2018
T062508,07-11-2020 04:57,04,07,1st Week,11,Q4,2020
T062509,02-11-2018 10:47,10,02,1st Week,11,Q4,2018
T062510,09-03-2016 11:02,11,09,2nd Week,03,Q1,2016
T062511,26-06-2018 15:12,15,26,4th Week,06,Q2,2018
T062512,15-09-2020 23:39,23,15,3rd Week,09,Q3,2020
T062513,15-04-2014 06:12,06,15,3rd Week,04,Q2,2014
T062514,30-01-2016 22:14,22,30,4th Week,01,Q1,2016
T062515,02-11-2015 14:29,14,02,1st Week,11,Q4,2015
T062516,13-03-2016 02:39,02,13,2nd Week,03,Q1,2016
T062517,03-06-2016 19:37,19,03,1st Week,06,Q2,2016
T062518,02-10-2014 11:31,11,02,1st Week,10,Q4,2014
T062519,23-09-2018 11:56,11,23,4th Week,09,Q3,2018
T062520,30-09-2018 04:07,04,30,4th Week,09,Q3,2018
T062521,01-01-2020 19:52,19,01,1st Week,01,Q1,2020
T062522,27-06-2018 17:25,17,27,4th Week,06,Q2,2018
T062523,16-03-2017 04:49,04,16,3rd Week,03,Q1,2017
T062524,15-12-2015 02:34,02,15,3rd Week,12,Q4,2015
T062525,05-10-2019 01:02,01,05,1st Week,10,Q4,2019
T062526,22-12-2016 22:32,22,22,4th Week,12,Q4,2016
T062527,01-12-2019 02:40,02,01,1st Week,12,Q4,2019
T062528,14-04-2014 05:49,05,14,2nd Week,04,Q2,2014
T062529,25-12-2017 05:54,05,25,4th Week,12,Q4,2017
T062530,03-01-2020 01:40,01,03,1st Week,01,Q1,2020
T062531,13-01-2016 12:07,12,13,2nd Week,01,Q1,2016
T062532,04-05-2014 22:03,22,04,1st Week,05,Q2,2014
T062533,10-05-2015 03:49,03,10,2nd Week,05,Q2,2015
T062534,29-07-2015 16:31,16,29,4th Week,07,Q3,2015
T062535,10-10-2018 04:38,04,10,2nd Week,10,Q4,2018
T062536,19-10-2016 01:04,01,19,3rd Week,10,Q4,2016
T062537,24-03-2015 14:00,14,24,4th Week,03,Q1,2015
T062538,20-06-2014 06:15,06,20,3rd Week,06,Q2,2014
T062539,30-10-2019 22:14,22,30,4th Week,10,Q4,2019
T062540,26-06-2015 20:55,20,26,4th Week,06,Q2,2015
T062541,30-09-2014 22:40,22,30,4th Week,09,Q3,2014
T062542,08-03-2016 23:57,23,08,2nd Week,03,Q1,2016
T062543,06-12-2014 02:18,02,06,1st Week,12,Q4,2014
T062544,18-08-2017 13:48,13,18,3rd Week,08,Q3,2017
T062545,25-09-2019 04:57,04,25,4th Week,09,Q3,2019
T062546,21-07-2018 06:10,06,21,3rd Week,07,Q3,2018
T062547,25-10-2017 20:02,20,25,4th Week,10,Q4,2017
T062548,19-04-2016 06:31,06,19,3rd Week,04,Q2,2016
T062549,25-06-2018 13:43,13,25,4th Week,06,Q2,2018
T062550,30-06-2014 13:57,13,30,4th Week,06,Q2,2014
T062551,23-06-2014 17:16,17,23,4th Week,06,Q2,2014
T062552,10-03-2020 10:07,10,10,2nd Week,03,Q1,2020
T062553,29-07-2016 20:35,20,29,4th Week,07,Q3,2016
T062554,04-01-2019 16:59,16,04,1st Week,01,Q1,2019
T062555,01-04-2019 14:17,14,01,1st Week,04,Q2,2019
T062556,17-10-2014 14:39,14,17,3rd Week,10,Q4,2014
T062557,24-05-2015 02:35,02,24,4th Week,05,Q2,2015
T062558,23-05-2019 21:24,21,23,4th Week,05,Q2,2019
T062559,13-02-2019 16:41,16,13,2nd Week,02,Q1,2019
T062560,22-09-2018 22:37,22,22,4th Week,09,Q3,2018
T062561,12-03-2016 09:57,09,12,2nd Week,03,Q1,2016
T062562,04-11-2019 19:11,19,04,1st Week,11,Q4,2019
T062563,28-12-2020 10:50,10,28,4th Week,12,Q4,2020
T062564,15-05-2019 16:38,16,15,3rd Week,05,Q2,2019
T062565,22-10-2017 16:27,16,22,4th Week,10,Q4,2017
T062566,13-01-2021 10:43,10,13,2nd Week,01,Q1,2021
T062567,01-07-2018 06:59,06,01,1st Week,07,Q3,2018
T062568,20-09-2018 05:18,05,20,3rd Week,09,Q3,2018
T062569,04-01-2017 01:22,01,04,1st Week,01,Q1,2017
T062570,11-12-2015 12:48,12,11,2nd Week,12,Q4,2015
T062571,28-10-2015 17:41,17,28,4th Week,10,Q4,2015
T062572,03-06-2020 05:19,05,03,1st Week,06,Q2,2020
T062573,21-12-2014 08:03,08,21,3rd Week,12,Q4,2014
T062574,29-06-2018 08:46,08,29,4th Week,06,Q2,2018
T062575,03-03-2014 21:02,21,03,1st Week,03,Q1,2014
T062576,19-04-2015 12:53,12,19,3rd Week,04,Q2,2015
T062577,14-06-2018 05:26,05,14,2nd Week,06,Q2,2018
T062578,23-05-2020 16:01,16,23,4th Week,05,Q2,2020
T062579,22-03-2016 13:28,13,22,4th Week,03,Q1,2016
T062580,01-09-2019 08:49,08,01,1st Week,09,Q3,2019
T062581,30-11-2015 10:13,10,30,4th Week,11,Q4,2015
T062582,23-06-2019 08:53,08,23,4th Week,06,Q2,2019
T062583,13-01-2015 01:57,01,13,2nd Week,01,Q1,2015
T062584,05-09-2020 17:33,17,05,1st Week,09,Q3,2020
T062585,13-11-2018 06:44,06,13,2nd Week,11,Q4,2018
T062586,27-02-2014 13:04,13,27,4th Week,02,Q1,2014
T062587,30-03-2015 22:11,22,30,4th Week,03,Q1,2015
T062588,10-09-2014 01:29,01,10,2nd Week,09,Q3,2014
T062589,24-04-2014 23:07,23,24,4th Week,04,Q2,2014
T062590,28-11-2020 06:47,06,28,4th Week,11,Q4,2020
T062591,04-07-2016 17:25,17,04,1st Week,07,Q3,2016
T062592,15-01-2018 04:18,04,15,3rd Week,01,Q1,2018
T062593,18-10-2017 04:35,04,18,3rd Week,10,Q4,2017
T062594,01-02-2015 07:48,07,01,1st Week,02,Q1,2015
T062595,22-02-2017 02:22,02,22,4th Week,02,Q1,2017
T062596,16-06-2018 10:03,10,16,3rd Week,06,Q2,2018
T062597,23-04-2017 04:28,04,23,4th Week,04,Q2,2017
T062598,09-01-2018 03:28,03,09,2nd Week,01,Q1,2018
T062599,17-12-2015 20:28,20,17,3rd Week,12,Q4,2015
T062600,10-05-2019 05:34,05,10,2nd Week,05,Q2,2019
T062601,21-11-2017 19:59,19,21,3rd Week,11,Q4,2017
T062602,05-02-2018 20:26,20,05,1st Week,02,Q1,2018
T062603,22-09-2019 22:08,22,22,4th Week,09,Q3,2019
T062604,15-02-2015 06:51,06,15,3rd Week,02,Q1,2015
T062605,19-09-2017 19:47,19,19,3rd Week,09,Q3,2017
T062606,14-08-2020 09:01,09,14,2nd Week,08,Q3,2020
T062607,24-04-2017 05:13,05,24,4th Week,04,Q2,2017
T062608,06-08-2020 06:41,06,06,1st Week,08,Q3,2020
T062609,04-04-2016 02:01,02,04,1st Week,04,Q2,2016
T062610,25-03-2020 01:42,01,25,4th Week,03,Q1,2020
T062611,05-09-2018 13:02,13,05,1st Week,09,Q3,2018
T062612,24-11-2016 00:51,00,24,4th Week,11,Q4,2016
T062613,21-01-2019 12:52,12,21,3rd Week,01,Q1,2019
T062614,26-01-2020 20:00,20,26,4th Week,01,Q1,2020
T062615,30-04-2020 08:54,08,30,4th Week,04,Q2,2020
T062616,18-08-2015 01:32,01,18,3rd Week,08,Q3,2015
T062617,13-12-2018 20:25,20,13,2nd Week,12,Q4,2018
T062618,15-12-2017 00:02,00,15,3rd Week,12,Q4,2017
T062619,22-08-2017 18:51,18,22,4th Week,08,Q3,2017
T062620,18-01-2019 08:50,08,18,3rd Week,01,Q1,2019
T062621,06-03-2016 07:43,07,06,1st Week,03,Q1,2016
T062622,17-11-2019 04:09,04,17,3rd Week,11,Q4,2019
T062623,25-04-2019 23:43,23,25,4th Week,04,Q2,2019
T062624,28-03-2015 15:15,15,28,4th Week,03,Q1,2015
T062625,19-05-2015 05:03,05,19,3rd Week,05,Q2,2015
T062626,24-03-2015 22:23,22,24,4th Week,03,Q1,2015
T062627,08-05-2017 07:46,07,08,2nd Week,05,Q2,2017
T062628,31-05-2019 19:37,19,31,4th Week,05,Q2,2019
T062629,15-04-2016 00:28,00,15,3rd Week,04,Q2,2016
T062630,26-02-2014 05:40,05,26,4th Week,02,Q1,2014
T062631,29-07-2016 08:00,08,29,4th Week,07,Q3,2016
T062632,07-03-2020 04:29,04,07,1st Week,03,Q1,2020
T062633,09-04-2014 08:00,08,09,2nd Week,04,Q2,2014
T062634,01-07-2014 14:26,14,01,1st Week,07,Q3,2014
T062635,18-11-2014 06:58,06,18,3rd Week,11,Q4,2014
T062636,17-12-2018 12:09,12,17,3rd Week,12,Q4,2018
T062637,15-10-2018 10:02,10,15,3rd Week,10,Q4,2018
T062638,27-08-2019 23:32,23,27,4th Week,08,Q3,2019
T062639,15-10-2014 18:22,18,15,3rd Week,10,Q4,2014
T062640,03-09-2020 17:58,17,03,1st Week,09,Q3,2020
T062641,10-01-2015 04:48,04,10,2nd Week,01,Q1,2015
T062642,14-06-2019 00:50,00,14,2nd Week,06,Q2,2019
T062643,29-10-2017 12:18,12,29,4th Week,10,Q4,2017
T062644,23-01-2018 07:55,07,23,4th Week,01,Q1,2018
T062645,23-09-2015 21:04,21,23,4th Week,09,Q3,2015
T062646,23-05-2016 00:20,00,23,4th Week,05,Q2,2016
T062647,15-04-2015 09:38,09,15,3rd Week,04,Q2,2015
T062648,28-11-2019 20:51,20,28,4th Week,11,Q4,2019
T062649,06-09-2017 12:52,12,06,1st Week,09,Q3,2017
T062650,16-07-2015 00:41,00,16,3rd Week,07,Q3,2015
T062651,29-01-2015 00:35,00,29,4th Week,01,Q1,2015
T062652,15-01-2016 06:12,06,15,3rd Week,01,Q1,2016
T062653,28-10-2019 21:09,21,28,4th Week,10,Q4,2019
T062654,20-07-2016 11:44,11,20,3rd Week,07,Q3,2016
T062655,12-10-2014 23:41,23,12,2nd Week,10,Q4,2014
T062656,26-09-2014 02:41,02,26,4th Week,09,Q3,2014
T062657,03-09-2018 01:56,01,03,1st Week,09,Q3,2018
T062658,04-12-2015 12:14,12,04,1st Week,12,Q4,2015
T062659,14-01-2018 05:22,05,14,2nd Week,01,Q1,2018
T062660,05-04-2016 22:36,22,05,1st Week,04,Q2,2016
T062661,12-09-2020 00:51,00,12,2nd Week,09,Q3,2020
T062662,21-11-2020 23:05,23,21,3rd Week,11,Q4,2020
T062663,05-03-2015 19:51,19,05,1st Week,03,Q1,2015
T062664,15-01-2021 04:42,04,15,3rd Week,01,Q1,2021
T062665,26-04-2015 21:16,21,26,4th Week,04,Q2,2015
T062666,06-10-2018 07:24,07,06,1st Week,10,Q4,2018
T062667,15-03-2018 18:14,18,15,3rd Week,03,Q1,2018
T062668,17-06-2018 07:13,07,17,3rd Week,06,Q2,2018
T062669,21-11-2018 00:47,00,21,3rd Week,11,Q4,2018
T062670,11-11-2016 19:52,19,11,2nd Week,11,Q4,2016
T062671,02-05-2019 10:42,10,02,1st Week,05,Q2,2019
T062672,21-05-2017 07:24,07,21,3rd Week,05,Q2,2017
T062673,29-01-2016 16:41,16,29,4th Week,01,Q1,2016
T062674,10-10-2015 04:33,04,10,2nd Week,10,Q4,2015
T062675,19-04-2019 18:03,18,19,3rd Week,04,Q2,2019
T062676,08-03-2019 01:11,01,08,2nd Week,03,Q1,2019
T062677,15-03-2014 18:59,18,15,3rd Week,03,Q1,2014
T062678,02-09-2018 00:57,00,02,1st Week,09,Q3,2018
T062679,03-10-2015 01:42,01,03,1st Week,10,Q4,2015
T062680,17-05-2016 22:25,22,17,3rd Week,05,Q2,2016
T062681,11-05-2019 14:19,14,11,2nd Week,05,Q2,2019
T062682,09-05-2015 18:23,18,09,2nd Week,05,Q2,2015
T062683,12-09-2018 19:34,19,12,2nd Week,09,Q3,2018
T062684,02-06-2014 14:08,14,02,1st Week,06,Q2,2014
T062685,07-03-2018 01:11,01,07,1st Week,03,Q1,2018
T062686,22-05-2020 06:54,06,22,4th Week,05,Q2,2020
T062687,24-05-2018 05:31,05,24,4th Week,05,Q2,2018
T062688,22-07-2020 08:18,08,22,4th Week,07,Q3,2020
T062689,17-09-2017 06:42,06,17,3rd Week,09,Q3,2017
T062690,03-04-2016 11:32,11,03,1st Week,04,Q2,2016
T062691,19-12-2015 07:01,07,19,3rd Week,12,Q4,2015
T062692,10-11-2019 02:29,02,10,2nd Week,11,Q4,2019
T062693,30-06-2016 21:23,21,30,4th Week,06,Q2,2016
T062694,10-06-2017 16:02,16,10,2nd Week,06,Q2,2017
T062695,03-08-2014 08:55,08,03,1st Week,08,Q3,2014
T062696,25-10-2015 22:04,22,25,4th Week,10,Q4,2015
T062697,19-10-2017 07:08,07,19,3rd Week,10,Q4,2017
T062698,26-12-2019 04:33,04,26,4th Week,12,Q4,2019
T062699,29-06-2014 17:05,17,29,4th Week,06,Q2,2014
T062700,13-04-2017 06:41,06,13,2nd Week,04,Q2,2017
T062701,04-12-2014 07:33,07,04,1st Week,12,Q4,2014
T062702,05-08-2014 00:13,00,05,1st Week,08,Q3,2014
T062703,14-10-2016 09:45,09,14,2nd Week,10,Q4,2016
T062704,19-08-2019 13:55,13,19,3rd Week,08,Q3,2019
T062705,27-11-2016 00:57,00,27,4th Week,11,Q4,2016
T062706,05-09-2020 18:34,18,05,1st Week,09,Q3,2020
T062707,15-03-2015 11:20,11,15,3rd Week,03,Q1,2015
T062708,15-06-2020 16:01,16,15,3rd Week,06,Q2,2020
T062709,25-12-2015 10:23,10,25,4th Week,12,Q4,2015
T062710,19-04-2019 02:28,02,19,3rd Week,04,Q2,2019
T062711,25-10-2015 03:42,03,25,4th Week,10,Q4,2015
T062712,09-05-2015 11:13,11,09,2nd Week,05,Q2,2015
T062713,21-07-2020 17:30,17,21,3rd Week,07,Q3,2020
T062714,22-11-2018 03:38,03,22,4th Week,11,Q4,2018
T062715,07-08-2019 22:55,22,07,1st Week,08,Q3,2019
T062716,01-11-2015 06:35,06,01,1st Week,11,Q4,2015
T062717,01-11-2016 01:58,01,01,1st Week,11,Q4,2016
T062718,20-08-2014 09:28,09,20,3rd Week,08,Q3,2014
T062719,14-12-2014 23:48,23,14,2nd Week,12,Q4,2014
T062720,05-08-2016 06:57,06,05,1st Week,08,Q3,2016
T062721,05-02-2015 04:40,04,05,1st Week,02,Q1,2015
T062722,28-02-2020 18:15,18,28,4th Week,02,Q1,2020
T062723,16-02-2016 08:19,08,16,3rd Week,02,Q1,2016
T062724,04-12-2020 10:53,10,04,1st Week,12,Q4,2020
T062725,02-01-2016 10:57,10,02,1st Week,01,Q1,2016
T062726,07-01-2020 21:54,21,07,1st Week,01,Q1,2020
T062727,15-07-2014 20:41,20,15,3rd Week,07,Q3,2014
T062728,11-06-2015 14:45,14,11,2nd Week,06,Q2,2015
T062729,08-05-2016 03:38,03,08,2nd Week,05,Q2,2016
T062730,10-03-2019 22:22,22,10,2nd Week,03,Q1,2019
T062731,12-06-2015 11:53,11,12,2nd Week,06,Q2,2015
T062732,21-01-2021 02:39,02,21,3rd Week,01,Q1,2021
T062733,02-06-2018 09:19,09,02,1st Week,06,Q2,2018
T062734,22-05-2015 10:28,10,22,4th Week,05,Q2,2015
T062735,16-06-2019 17:38,17,16,3rd Week,06,Q2,2019
T062736,24-01-2019 17:06,17,24,4th Week,01,Q1,2019
T062737,21-05-2014 02:52,02,21,3rd Week,05,Q2,2014
